,course,provider,link,course_length,time_commitment,start_date,current_enrollment,pace,price_£,subject
492,Design Thinking Fundamentals,Rochester Institute of Technology,https://www.edx.org/learn/design-thinking/rochester-institute-of-technology-design-thinking-fundamentals?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=13&results_level=second-level-results&term=&objectID=course-09b72711-8d25-44b4-bcba-6f0d54218079&campaign=Design+Thinking+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,8–12 hours per week,Starts Jul 24,79752,Self-paced,262,Business & Management
493,Digital Design,The Hong Kong University of Sci…,https://www.edx.org/learn/design/the-hong-kong-university-of-science-and-technology-digital-design?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=14&results_level=second-level-results&term=&objectID=course-fff9bb19-b736-4eb3-913c-0460063da31c&campaign=Digital+Design&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,5–6 hours per week,Starts Jul 24,29737,Self-paced,46,Design
494,Upper-Intermediate English: Business and Globalization,Universitat Politècnica de València,https://www.edx.org/learn/english/universitat-politecnica-de-valencia-upper-intermediate-english-business-and-globalization?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=15&results_level=second-level-results&term=&objectID=course-5e730135-3d10-465b-99da-ad52c8d43df9&campaign=Upper-Intermediate+English%3A+Business+and+Globalization&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,3–5 hours per week,Starts Jul 24,82239,Self-paced,30,Language
495,PyTorch Basics for Machine Learning,IBM,https://www.edx.org/learn/pytorch/ibm-pytorch-basics-for-machine-learning?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=16&results_level=second-level-results&term=&objectID=course-344712f7-3cff-42d5-9268-28264f30f1f6&campaign=PyTorch+Basics+for+Machine+Learning&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,4–5 hours per week,Starts Jul 24,15045,Self-paced,30,Data Analysis & Statistics
496,Intellectual Property Law and Policy: Part 1,University of Pennsylvania,https://www.edx.org/learn/intellectual-property/university-of-pennsylvania-intellectual-property-law-and-policy-part-1?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=17&results_level=second-level-results&term=&objectID=course-1af38483-a96c-489d-857a-a1b01c666641&campaign=Intellectual+Property+Law+and+Policy%3A+Part+1&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,2–3 hours per week,Starts Jul 24,62149,Self-paced,131,Law
497,Risk Management Tools and Practices,New York Institute of Finance,https://www.edx.org/learn/economics/new-york-institute-of-finance-risk-management-tools-and-practices?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=18&results_level=second-level-results&term=&objectID=course-258c4d54-a2dc-405e-881e-81765e44fc87&campaign=Risk+Management+Tools+and+Practices&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,1–2 hours per week,Starts Jul 24,0,Self-paced,0,Economics & Finance
498,The Best Start in Life: Early Childhood Development for Sustai…,SDG Academy,https://www.edx.org/learn/child-development/sdg-academy-the-best-start-in-life-early-childhood-development-for-sustainable-development?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=19&results_level=second-level-results&term=&objectID=course-0d232bd1-92d2-4528-8313-efd8fb6e43ce&campaign=The+Best+Start+in+Life%3A+Early+Childhood+Development+for+Sustainable+Development&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,2–4 hours per week,Starts Jul 24,38535,Self-paced,0,Education & Teacher Training
499,Academic Writing Made Easy,Technische Universität München,https://www.edx.org/learn/writing/technische-universitat-munchen-academic-writing-made-easy?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=20&results_level=second-level-results&term=&objectID=course-ee757321-8abb-4bb6-ae9f-c7fd2df67977&campaign=Academic+Writing+Made+Easy&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,2–3 hours per week,Starts Jul 24,64345,Self-paced,46,Language
500,Power Searching with Google,Google,https://www.edx.org/learn/google-power-searching/google-power-searching-with-google?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=21&results_level=second-level-results&term=&objectID=course-d789e6e9-dadf-42a4-b8c5-9694d4d3e08f&campaign=Power+Searching+with+Google&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,4–6 hours per week,Starts Jul 24,27026,Self-paced,170,Computer Science
501,Industrial Biotechnology,Delft University of Technology,https://www.edx.org/learn/biotechnology/delft-university-of-technology-industrial-biotechnology?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=22&results_level=second-level-results&term=&objectID=course-021963c9-0ad7-40e0-b853-c95a23a03cd6&campaign=Industrial+Biotechnology&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,6–8 hours per week,Starts Jul 24,20283,Self-paced,116,Engineering
502,Developing Your Personal Leadership Style,Indiana University,https://www.edx.org/learn/leadership/indiana-university-developing-your-personal-leadership-style?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=23&results_level=second-level-results&term=&objectID=course-3a39cad3-46ab-44b0-966d-f3fa2101f847&campaign=Developing+Your+Personal+Leadership+Style&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–3 hours per week,Starts Jul 24,5742,Self-paced,154,Business & Management
503,Introduction to Hospitality and Tourism Industry,The University of Maryland Eastern Shore…,https://www.edx.org/learn/hospitality-management/the-university-of-maryland-eastern-shore-introduction-to-hospitality-and-tourism-industry?index=product&queryID=16a199ceaa1a63716cde66060aedd0cf&position=24&results_level=second-level-results&term=&objectID=course-022fa354-3ac7-46d6-8f81-be328eddd462&campaign=Introduction+to+Hospitality+and+Tourism+Industry&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,1–2 hours per week,Starts Jul 24,21964,Self-paced,38,Business & Management
504,MalariaX: Defeating Malaria from the Genes to the Globe,Harvard University,https://www.edx.org/learn/disease/harvard-university-malariax-defeating-malaria-from-the-genes-to-the-globe?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=1&results_level=second-level-results&term=&objectID=course-609e7b4b-a642-4f97-ab17-c5643c905666&campaign=MalariaX%3A+Defeating+Malaria+from+the+Genes+to+the+Globe&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,11 weeks,3–5 hours per week,Starts Jul 24,53272,Self-paced,0,Biology & Life Sciences
505,Entropy and Equilibria,Harvard University,https://www.edx.org/learn/chemistry/harvard-university-entropy-and-equilibria?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=2&results_level=second-level-results&term=&objectID=course-068c7389-2eca-4592-a226-414a96f9aeb0&campaign=Entropy+and+Equilibria&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,4–8 hours per week,Starts Jul 24,5361,Self-paced,193,Chemistry
506,How to Influence the Consumer Behavior to Drive Sales by Jonah Be…,WOBI,https://www.edx.org/learn/business-administration/wobi-how-to-influence-the-consumer-behavior-to-drive-sales-by-jonah-berger?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=3&results_level=second-level-results&term=&objectID=course-9f9d59ae-e2a6-41ad-97c0-976f59fbbc39&campaign=How+to+Influence+the+Consumer+Behavior+to+Drive+Sales+by+Jonah+Berger&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,2 weeks,4–6 hours per week,Starts Jul 24,0,Self-paced,240,Business & Management
507,Your Body Inside and Out: Using Exercise Physiology to Slow Aging,Stanford University,https://www.edx.org/learn/physiology/stanford-university-your-body-inside-and-out-using-exercise-physiology-to-slow-aging?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=4&results_level=second-level-results&term=&objectID=course-8e226d43-757c-4c1a-84ee-c3b636c45c41&campaign=Your+Body+Inside+and+Out%3A+Using+Exercise+Physiology+to+Slow+Aging&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,2–4 hours per week,Starts Jul 24,9065,Self-paced,54,Biology & Life Sciences
508,Python Programming: Intermediate Concepts,Codio,https://www.edx.org/learn/python/codio-python-programming-intermediate-concepts?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=5&results_level=second-level-results&term=&objectID=course-0d486492-4928-4e13-a8b0-38d72297b9f0&campaign=Python+Programming%3A+Intermediate+Concepts&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,2–3 hours per week,Starts Jul 24,0,Self-paced,147,Computer Science
509,Biotech — From Science to Business,Technische Universität München,https://www.edx.org/learn/business-administration/technische-universitat-munchen-biotech-from-science-to-business?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=6&results_level=second-level-results&term=&objectID=course-13cb4463-239d-4e64-abdc-753a3620b1a1&campaign=Biotech+%E2%80%94+From+Science+to+Business&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,3–4 hours per week,Starts Jul 24,0,Self-paced,116,Business & Management
510,Façade design and engineering: complexity made simple,Delft University of Technology,https://www.edx.org/learn/engineering/delft-university-of-technology-facade-design-and-engineering-complexity-made-simple?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=7&results_level=second-level-results&term=&objectID=course-f58e5505-867a-4e17-b810-d8d8977f3bff&campaign=Fa%C3%A7ade+design+and+engineering%3A+complexity+made+simple&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,3–4 hours per week,Starts Jul 24,7131,Self-paced,108,Architecture
511,Cybersecurity Compliance and System Administration,IBM,https://www.edx.org/learn/cybersecurity/ibm-cybersecurity-compliance-and-system-administration?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=8&results_level=second-level-results&term=&objectID=course-19e590bd-9f4e-4de8-8484-af605cfe2256&campaign=Cybersecurity+Compliance+and+System+Administration&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,3–4 hours per week,Starts Jul 24,10660,Self-paced,116,Computer Science
512,Getting Started with Your Raspberry Pi,Raspberry Pi Foundation,https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-getting-started-with-your-raspberry-pi?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=9&results_level=second-level-results&term=&objectID=course-d3c63b29-d10b-47c1-b9e9-0f08401d5ffb&campaign=Getting+Started+with+Your+Raspberry+Pi&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,2–4 hours per week,Starts Jul 24,0,Self-paced,46,Education & Teacher Training
513,Data and AI Fundamentals,The Linux Foundation,https://www.edx.org/learn/artificial-intelligence/the-linux-foundation-data-and-ai-fundamentals?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=10&results_level=second-level-results&term=&objectID=course-12ca5301-9be6-473d-abf8-ecd78c2dee97&campaign=Data+and+AI+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,1–2 hours per week,Starts Jul 24,0,Self-paced,147,Computer Science
514,Visualización de Datos y Storytelling,Tecnológico de Monterrey,https://www.edx.org/learn/data-visualization/tecnologico-de-monterrey-visualizacion-de-datos-y-storytelling?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=11&results_level=second-level-results&term=&objectID=course-c15a33e3-a00d-4618-94d5-132e65ac8954&campaign=Visualizaci%C3%B3n+de+Datos+y+Storytelling&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,3–5 hours per week,Starts Jul 24,17996,Self-paced,46,Data Analysis & Statistics
515,Introduction to RISC-V,The Linux Foundation,https://www.edx.org/learn/computer-science/the-linux-foundation-introduction-to-risc-v?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=12&results_level=second-level-results&term=&objectID=course-0971f9c7-5f86-475e-95d5-d35e92bc13e4&campaign=Introduction+to+RISC-V&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,2–3 hours per week,Starts Jul 24,10327,Self-paced,147,Computer Science
516,Computing in Python III: Data Structures,The Georgia Institute of Technol…,https://www.edx.org/learn/python/the-georgia-institute-of-technology-computing-in-python-iii-data-structures?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=13&results_level=second-level-results&term=&objectID=course-c41c076c-4944-4974-ae73-cdba2f76f7ce&campaign=Computing+in+Python+III%3A+Data+Structures&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,9–10 hours per week,Starts Jul 24,45127,Self-paced,147,Computer Science
517,Models and Platforms for Generative AI,IBM,https://www.edx.org/learn/artificial-intelligence/ibm-generative-ai-models-and-platforms?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=14&results_level=second-level-results&term=&objectID=course-a2ae5d2b-18c8-4569-8c96-03ac1b152909&campaign=Models+and+Platforms+for+Generative+AI&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,1–3 hours per week,Starts Jul 24,0,Self-paced,38,Computer Science
518,Self-Driving Cars with Duckietown,ETH Zurich,https://www.edx.org/learn/technology/eth-zurich-self-driving-cars-with-duckietown?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=15&results_level=second-level-results&term=&objectID=course-6c6838d3-9025-4c1c-801e-286bb435bc1c&campaign=Self-Driving+Cars+with+Duckietown&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,9 weeks,4–10 hours per week,Starts Jul 24,12054,Self-paced,39,Computer Science
519,Managing Conflicts on Projects with Cultural and Emotional Intelligence,"The University of Maryland, College Park…",https://www.edx.org/learn/conflict-resolution/the-university-of-maryland-college-park-managing-conflicts-on-projects-with-cultural-and-emotional-intelligence?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=16&results_level=second-level-results&term=&objectID=course-c5fd6be8-1018-43cb-9034-ffe59b75a3d2&campaign=Managing+Conflicts+on+Projects+with+Cultural+and+Emotional+Intelligence&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,3–5 hours per week,Starts Jul 24,14522,Self-paced,193,Business & Management
520,Autonomous Mobile Robots,ETH Zurich,https://www.edx.org/learn/autonomous-robotics/eth-zurich-autonomous-mobile-robots?index=product&queryID=1ee580fb2c9c51b7e9f7c7aeb6f6e58e&position=17&results_level=second-level-results&term=&objectID=course-c2750912-8e29-426f-91b8-c03b0dd9ee8f&campaign=Autonomous+Mobile+Robots&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,15 weeks,4–8 hours per week,Starts Jul 24,73018,Self-paced,39,Computer Science
