,course,provider,link,course_length,time_commitment,start_date,current_enrollment,pace,price,subject
965,"E-commerce logistics
and Last Mile",LOGYCA,https://www.edx.org/learn/ecommerce/logyca-e-commerce-logistics-and-last-mile?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=6&results_level=second-level-results&term=&objectID=course-a3a6d763-71ec-4c24-862f-d8ddb981c53e&campaign=E-commerce+logistics+and+Last+Mile&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,3–6 hours per week,Starts Jul 27,7545,Self-paced,£15,Business & Management
966,"Google Cloud
Computing
Foundations: Networ…",Google Cloud,https://www.edx.org/learn/cloud-computing/google-cloud-google-cloud-computing-foundations-networking-and-security-in-google-cloud?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=7&results_level=second-level-results&term=&objectID=course-d2bf7abf-af26-4059-97dd-a98d4c216796&campaign=Google+Cloud+Computing+Foundations%3A+Networking+and+Security+in+Google+Cloud&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,1 weeks,4–5 hours per week,Starts Jul 27,0,Self-paced,£116,Computer Science
967,"Energy to
Electrochemistry Final
Exam",Harvard University,https://www.edx.org/learn/chemistry/harvard-university-energy-to-electrochemistry-final-exam?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=8&results_level=second-level-results&term=&objectID=course-c675d751-509f-41e9-8192-d609c5b2edfb&campaign=Energy+to+Electrochemistry+Final+Exam&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–8 hours per week,Starts Jul 27,0,Self-paced,£388,Chemistry
968,"Análisis del riesgo de
desastres y cambio
climático en proyect…",Inter-American Developmen…,https://www.edx.org/learn/climate-change/inter-american-development-bank-analisis-del-riesgo-de-desastres-y-cambio-climatico-en-proyectos-de-infraestructura?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=9&results_level=second-level-results&term=&objectID=course-8142c2eb-f82a-4929-a6c4-47ab6b595eb0&campaign=An%C3%A1lisis+del+riesgo+de+desastres+y+cambio+clim%C3%A1tico+en+proyectos+de+infraestructura&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,2–3 hours per week,Starts Jul 27,10201,Self-paced,£19,Engineering
969,"Transmisión de
energía eléctrica",Tecnológico de Monterrey,https://www.edx.org/learn/energy/tecnologico-de-monterrey-transmision-de-energia-electrica?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=10&results_level=second-level-results&term=&objectID=course-69d9f187-bbf5-4c78-849d-5f1d1a0e8ce2&campaign=Transmisi%C3%B3n+de+energ%C3%ADa+el%C3%A9ctrica&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,4–5 hours per week,Starts Jul 27,8940,Self-paced,£46,Science
970,"中级汉语语法 |
Intermediate Chinese
Grammar",Peking University,https://www.edx.org/learn/mandarin-chinese/peking-university-zhong-ji-yi-yu-yu-fa-intermediate-chinese-grammar?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=11&results_level=second-level-results&term=&objectID=course-4608e894-857d-42e1-826a-fe9a238012c1&campaign=%E4%B8%AD%E7%BA%A7%E6%B1%89%E8%AF%AD%E8%AF%AD%E6%B3%95+%7C+Intermediate+Chinese+Grammar&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,12 weeks,2–4 hours per week,Starts Jul 27,27185,Self-paced,£46,Humanities
971,Solar Energy 3,Delft University of Technolo…,https://www.edx.org/learn/solar-energy/delft-university-of-technology-solar-energy-photovoltaic-systems-and-their-applications?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=12&results_level=second-level-results&term=&objectID=course-3996a077-6e84-4528-80cf-e73b07ae0495&campaign=Solar+Energy+3&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–6 hours per week,Starts Jul 27,0,Self-paced,£155,Engineering
972,"Machine Dynamics
with MATLAB",RWTH Aachen University,https://www.edx.org/learn/matlab/rwth-aachen-university-machine-dynamics-with-matlab?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=13&results_level=second-level-results&term=&objectID=course-357ce827-3c74-4e15-a943-e2ddece17fe9&campaign=Machine+Dynamics+with+MATLAB&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,8–10 hours per week,Starts Jul 27,18394,Self-paced,£100,Engineering
973,"Sustainable Aviation:
The Route to
Climate-Neutral Avia…",Delft University of Technolo…,https://www.edx.org/learn/aerospace-engineering/delft-university-of-technology-sustainable-aviation-the-route-to-climate-neutral-aviation?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=14&results_level=second-level-results&term=&objectID=course-4947a0d7-5da2-4f59-ab5e-c2bbab66580d&campaign=Sustainable+Aviation%3A+The+Route+to+Climate-Neutral+Aviation&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–5 hours per week,Starts Jul 27,6335,Self-paced,£39,Engineering
974,"C Programming:
Advanced Data Types","Dartmouth College
IMT",https://www.edx.org/learn/c-programming/dartmouth-college-c-programming-advanced-data-types?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=15&results_level=second-level-results&term=&objectID=course-3b092520-f4e6-4f9c-a442-448ca172afbf&campaign=C+Programming%3A+Advanced+Data+Types&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,4–5 hours per week,Starts Jul 27,23387,Self-paced,£77,Computer Science
975,"An Introduction to
Credit Risk
Management",Delft University of Technolo…,https://www.edx.org/learn/risk-management/delft-university-of-technology-an-introduction-to-credit-risk-management?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=16&results_level=second-level-results&term=&objectID=course-0bc79586-dd66-49d1-a17b-3e07ac0b724f&campaign=An+Introduction+to+Credit+Risk+Management&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,6–7 hours per week,Starts Jul 27,60907,Self-paced,£155,Business & Management
976,"A System View of
Communications:
From Signals to Pack…",The Hong Kong University o…,https://www.edx.org/learn/engineering/the-hong-kong-university-of-science-and-technology-a-system-view-of-communications-from-signals-to-packets-part-1?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=17&results_level=second-level-results&term=&objectID=course-f2694a55-7704-4dd5-9799-2a1557efa0c3&campaign=A+System+View+of+Communications%3A+From+Signals+to+Packets+%28Part+1%29&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,4–6 hours per week,Starts Jul 27,36137,Self-paced,£61,Computer Science
977,"Communication Skills
for Dialoguing Across
Difference",Catalyst,https://www.edx.org/learn/business-communications/catalyst-communication-skills-for-dialoguing-across-difference?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=18&results_level=second-level-results&term=&objectID=course-ef500aad-8918-4ed4-83a2-b6c08188f01e&campaign=Communication+Skills+for+Dialoguing+Across+Difference&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,1 weeks,1–2 hours per week,Starts Jul 27,68681,Self-paced,£46,Communication
978,"Macroeconomics -
The Basics",Doane University,https://www.edx.org/learn/macroeconomics/doane-university-macroeconomics-the-basics?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=19&results_level=second-level-results&term=&objectID=course-e9371883-431c-4734-b93a-9bba8a7ef730&campaign=Macroeconomics+-+The+Basics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,10–18 hours per week,Starts Jul 27,11402,Self-paced,£92,Economics & Finance
979,"Plant Based Diets:
Food for a Sustainable
Future",Wageningen University & Re…,https://www.edx.org/learn/nutrition/wageningen-university-research-plant-based-diets-food-for-a-sustainable-future?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=20&results_level=second-level-results&term=&objectID=course-a9289ca5-60e9-45d8-b1b7-b53e1a2e71a9&campaign=Plant+Based+Diets%3A+Food+for+a+Sustainable+Future&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,2–3 hours per week,Starts Jul 27,9169,Self-paced,£131,Food & Nutrition
980,"Bases Matemáticas:
Números y
terminología",Universitat Politècnica de V…,https://www.edx.org/learn/math/universitat-politecnica-de-valencia-bases-matematicas-numeros-y-terminologia?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=21&results_level=second-level-results&term=&objectID=course-67375386-d6b4-48c3-8f14-ee2a963ce92e&campaign=Bases+Matem%C3%A1ticas%3A+N%C3%BAmeros+y+terminolog%C3%ADa&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,3–4 hours per week,Starts Jul 27,38792,Self-paced,£15,Math
981,"Career Networking:
Build a Social Media
Presence",Indiana University,https://www.edx.org/learn/social-media-marketing/indiana-university-career-networking-build-a-social-media-presence?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=22&results_level=second-level-results&term=&objectID=course-d0411a93-34df-4496-a7a5-33122095cbf2&campaign=Career+Networking%3A+Build+a+Social+Media+Presence&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–4 hours per week,Starts Jul 27,0,Self-paced,£77,Communication
982,"Data Analysis for the
Behavioral Sciences",American Psychological Ass…,https://www.edx.org/learn/data-analysis/american-psychological-association-data-analysis-for-the-behavioral-sciences?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=23&results_level=second-level-results&term=&objectID=course-0191b66a-4a30-49b9-a4bb-aeeb4d96b15b&campaign=Data+Analysis+for+the+Behavioral+Sciences&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,2–5 hours per week,Starts Jul 27,0,Self-paced,£100,Data Analysis & Statistics
983,"A-level Mathematics
for Year 12 - Course 2:
Calculus, Newton’s L…",Imperial College London,https://www.edx.org/learn/math/imperial-college-london-a-level-mathematics-for-year-12-course-2-calculus-newtons-laws-and-hypothesis-testing?index=product&queryID=f8f4ba48131f23d278a46ea9f1a2b83a&position=24&results_level=second-level-results&term=&objectID=course-bbf0ed54-4e19-496a-a2b6-e3c468f15ea4&campaign=A-level+Mathematics+for+Year+12+-+Course+2%3A+Calculus%2C+Newton%E2%80%99s+Laws+and+Hypothesis+Testing&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,2–4 hours per week,Starts Jul 27,12911,Self-paced,£46,Math
984,"La maladie
d’Alzheimer :
comprendre pour mi…",Sorbonne Université,https://www.edx.org/learn/disease/sorbonne-universite-la-maladie-dalzheimer-comprendre-pour-aider?index=product&queryID=c3bb4e698bdea7a9b2d58a9a3936b32c&position=1&results_level=second-level-results&term=&objectID=course-837da851-4644-464b-a638-28adc2ecc74f&campaign=La+maladie+d%E2%80%99Alzheimer+%3A+comprendre+pour+mieux+aider&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,1–2 hours per week,Starts Jul 27,0,Self-paced,£46,Medicine
985,"Managing Personal
Cash and Credit",Indiana University,https://www.edx.org/learn/personal-finance/indiana-university-managing-personal-cash-and-credit?index=product&queryID=c3bb4e698bdea7a9b2d58a9a3936b32c&position=2&results_level=second-level-results&term=&objectID=course-53f63635-1741-4c0c-9f04-64a00606eaf5&campaign=Managing+Personal+Cash+and+Credit&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–6 hours per week,Starts Jul 27,0,Self-paced,£155,Economics & Finance
986,"Excel: Creación de un
panel gráfico de
control empresarial",Universitat Politècnica de V…,https://www.edx.org/learn/excel/universitat-politecnica-de-valencia-excel-creacion-de-un-panel-grafico-de-control-empresarial?index=product&queryID=c3bb4e698bdea7a9b2d58a9a3936b32c&position=3&results_level=second-level-results&term=&objectID=course-6d2c4d91-7240-467d-ba9b-3cb53da6c053&campaign=Excel%3A+Creaci%C3%B3n+de+un+panel+gr%C3%A1fico+de+control+empresarial&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,3–4 hours per week,Starts Jul 27,0,Self-paced,£15,Business & Management
987,"Database Design and
Basic SQL in
PostgreSQL",The University of Michigan,https://www.edx.org/learn/databases/the-university-of-michigan-database-design-and-basic-sql-in-postgresql?index=product&queryID=c3bb4e698bdea7a9b2d58a9a3936b32c&position=4&results_level=second-level-results&term=&objectID=course-a5bf69bb-7de0-4bc5-b46d-a5f607fe1529&campaign=Database+Design+and+Basic+SQL+in+PostgreSQL&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–4 hours per week,Starts Jul 27,6763,Self-paced,£46,Computer Science
988,"How to Achieve the
Sustainable
Development Goals",SDG Academy,https://www.edx.org/learn/sustainable-development/sdg-academy-how-to-achieve-the-sustainable-development-goals?index=product&queryID=c3bb4e698bdea7a9b2d58a9a3936b32c&position=5&results_level=second-level-results&term=&objectID=course-5eeb2d39-3f33-494b-ab2a-d44e746851e0&campaign=How+to+Achieve+the+Sustainable+Development+Goals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,4–6 hours per week,Starts Jul 27,20859,Self-paced,£0,Environmental Studies
989,"Pattern Studying and
Making |
图案审美与创作",Tsinghua University,https://www.edx.org/learn/design/tsinghua-university-pattern-studying-and-making-tu-an-shen-mei-yu-chuang-zuo?index=product&queryID=c3bb4e698bdea7a9b2d58a9a3936b32c&position=6&results_level=second-level-results&term=&objectID=course-09a091e6-a30f-4e26-9110-bffa049ea0e2&campaign=Pattern+Studying+and+Making+%7C+%E5%9B%BE%E6%A1%88%E5%AE%A1%E7%BE%8E%E4%B8%8E%E5%88%9B%E4%BD%9C&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,12 weeks,3–5 hours per week,Starts Jul 27,9899,Self-paced,£139,Art & Culture
990,"Theatre and set
design",Università degli Studi di Na…,https://www.edx.org/learn/design/universita-degli-studi-di-napoli-federico-ii-theatre-and-set-design?index=product&queryID=c3bb4e698bdea7a9b2d58a9a3936b32c&position=7&results_level=second-level-results&term=&objectID=course-ca6c3258-ad5f-47ca-a463-4840f0f87be5&campaign=Theatre+and+set+design&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,4–6 hours per week,Starts Jul 27,5489,Self-paced,£43,Architecture
991,"Risk Management in
Development Projects",Inter-American Developmen…,https://www.edx.org/learn/risk-management/inter-american-development-bank-risk-management-in-development-projects?index=product&queryID=c3bb4e698bdea7a9b2d58a9a3936b32c&position=8&results_level=second-level-results&term=&objectID=course-83c62468-3458-40cc-ac21-9eb3909ec204&campaign=Risk+Management+in+Development+Projects&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,2–3 hours per week,Starts Jul 27,20273,Self-paced,£19,Business & Management
992,"Introducción a la
Inteligencia Artificial:
Principales Algoritm…",Universidad Galileo,https://www.edx.org/learn/artificial-intelligence/universidad-galileo-introduccion-a-la-inteligencia-artificial-principales-algoritmos?index=product&queryID=c3bb4e698bdea7a9b2d58a9a3936b32c&position=9&results_level=second-level-results&term=&objectID=course-bde0dfb5-1933-4bef-9705-8c5447ea740c&campaign=Introducci%C3%B3n+a+la+Inteligencia+Artificial%3A+Principales+Algoritmos&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–5 hours per week,Starts Jul 27,14979,Self-paced,£15,Computer Science
993,"Introduction to
Kubernetes on Edge
with K3s",The Linux Foundation,https://www.edx.org/learn/kubernetes/the-linux-foundation-introduction-to-kubernetes-on-edge-with-k3s?index=product&queryID=c3bb4e698bdea7a9b2d58a9a3936b32c&position=10&results_level=second-level-results&term=&objectID=course-81c04365-af44-422f-901c-e33e48c486fe&campaign=Introduction+to+Kubernetes+on+Edge+with+K3s&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,10 weeks,1–2 hours per week,Starts Jul 27,6077,Self-paced,£147,Computer Science
